TIME
América-MG|45.27
Athletico-PR|53.15
Atlético-MG|60.70
Bahia|50.28
Botafogo|79.70
Corinthians|53.70
Coritiba|48.59
Cruzeiro|66.09
Cuiabá|46.08
Flamengo|66.24
Fluminense|66.67
Fortaleza|56.19
Goiás|47.54
Grêmio|59.39
Internacional|60.22
Palmeiras|74.07
Bragantino|41.67
Santos|43.75
São Paulo|55.84
Vasco da Gama|55.35
